iter	Logloss
439	0.03133743883
440	0.03123926068
441	0.03116873332
442	0.03108140034
443	0.03100504246
444	0.03086839141
445	0.03076838085
446	0.03069901152
447	0.0306105839
448	0.03051089874
449	0.03040895462
450	0.03031656925
451	0.03022908745
452	0.03013780353
453	0.03003193153
454	0.02995077751
455	0.02985867563
456	0.0297886707
457	0.0296777982
458	0.02961055735
459	0.02954819071
460	0.02944459286
461	0.02937157809
462	0.02931194987
463	0.02925706119
464	0.02918950228
465	0.02912752655
466	0.02906827245
467	0.0290209199
468	0.02896519598
469	0.02886432344
470	0.02879289795
471	0.02870263425
472	0.02865981636
473	0.02854967117
474	0.02847643161
475	0.0283652599
476	0.02826897076
477	0.02822730987
478	0.02817389362
479	0.02805956589
480	0.02797090824
481	0.02789387808
482	0.02782396694
483	0.02774513737
484	0.02767097767
485	0.02759169327
486	0.02747635894
487	0.027384103
488	0.0273057597
489	0.02722120023
490	0.02714155061
491	0.02706224054
492	0.02698743003
493	0.0269123266
494	0.02683507165
495	0.02676800686
496	0.02668470079
497	0.02661769102
498	0.02653963749
499	0.02646104582
500	0.02639301059
501	0.02631809895
502	0.02625332822
503	0.02618487536
504	0.02613310238
505	0.02605736596
506	0.02600504173
507	0.02594729832
508	0.02587861543
509	0.02579028737
510	0.02571362925
511	0.02562760206
512	0.02554642447
513	0.02548469764
514	0.02540116834
515	0.02531404286
516	0.02523975372
517	0.025171675
518	0.02510496024
519	0.02505506212
520	0.02498937492
521	0.02492969953
522	0.02483840356
523	0.02478335244
524	0.02471187193
525	0.02463266457
526	0.02456813225
527	0.02449881271
528	0.02441326864
529	0.02435672047
530	0.02428208969
531	0.02421260142
532	0.02415534009
533	0.02409794252
534	0.02401423087
535	0.02394771104
536	0.02386314371
537	0.02379198808
538	0.02372176411
539	0.02366236121
540	0.02360121392
541	0.02352871266
542	0.02346418035
543	0.02342074887
544	0.02335038133
545	0.02328209196
546	0.02322492704
547	0.02317148041
548	0.02311622494
549	0.02307496857
550	0.0229941169
551	0.02294381634
552	0.02291300899
553	0.02284920504
554	0.0227947036
555	0.02276918128
556	0.02270318073
557	0.02265931067
558	0.02257921355
559	0.02252194069
560	0.02245765361
561	0.02239037713
562	0.02234318754
563	0.0222833471
564	0.02221437025
565	0.02216019054
566	0.02210537313
567	0.02202316169
568	0.02195131491
569	0.02188907298
570	0.0218400819
571	0.02177801918
572	0.0217236304
573	0.02168983365
574	0.0216269273
575	0.02155448211
576	0.02149683984
577	0.02144472154
578	0.02139810677
579	0.02133540688
580	0.02128950737
581	0.02121844187
582	0.02112663447
583	0.02109260454
584	0.02104156096
585	0.02098861631
586	0.02091316181
587	0.02082948423
588	0.0207623335
589	0.02071672219
590	0.02065364712
591	0.02062925664
592	0.02057960741
593	0.02053620108
594	0.02047675992
595	0.02043548574
596	0.02040754989
597	0.02034205657
598	0.02028515522
599	0.02023593305
600	0.02018313198
601	0.02013995412
602	0.02010258423
603	0.02004282134
604	0.01998305897
605	0.01994778979
606	0.01991195941
607	0.01986785826
608	0.01983416735
609	0.01976066474
610	0.01970964421
611	0.01964383387
612	0.01959099612
613	0.01954908319
614	0.01950493435
615	0.01945418264
616	0.01939403199
617	0.01931788843
618	0.01925408709
619	0.01923558738
620	0.01918626565
621	0.0191601748
622	0.01911021013
623	0.01907854447
624	0.0190473153
625	0.01898450065
626	0.01892855351
627	0.01888569214
628	0.01884611989
629	0.01880977599
630	0.01876061146
631	0.01871078879
632	0.01865238515
633	0.01860685191
634	0.01859241737
635	0.01856557773
636	0.01851491247
637	0.01846018676
638	0.01840997371
639	0.0183849188
640	0.01834306874
641	0.01828495592
642	0.01822805509
643	0.01817158552
644	0.0181201065
645	0.0180762904
646	0.01801971132
647	0.01798220991
648	0.01794925732
649	0.01792643987
650	0.01789255666
651	0.01785993052
652	0.01780298411
653	0.01777375661
654	0.01773909998
655	0.01770175054
656	0.01766037469
657	0.01762720884
658	0.01758886432
659	0.01757411118
660	0.01753590343
661	0.01750454745
662	0.01746129832
663	0.01743805749
664	0.01740670152
665	0.01736000606
666	0.01734280639
667	0.01728441322
668	0.0172382994
669	0.01722915985
670	0.01717416952
671	0.01713075061
672	0.01711048137
673	0.01708104741
674	0.01703840979
675	0.01700339579
676	0.01697443134
677	0.01691484032
678	0.01688117771
679	0.01687222994
680	0.01684312978
681	0.01681201956
682	0.01678106549
683	0.01673806054
684	0.01671021797
685	0.01668786269
686	0.01665683631
687	0.01659581845
688	0.01655281612
689	0.01652088218
690	0.01647920294
691	0.01644501319
692	0.01640589787
693	0.01637706495
694	0.01632147412
695	0.01627258783
696	0.01622933975
697	0.01619279516
698	0.01615549129
699	0.01612937896
700	0.01610781491
701	0.0160630572
702	0.01601729341
703	0.01599769907
704	0.01596803036
705	0.01592737869
706	0.01590166092
707	0.01588159498
708	0.01584638658
709	0.01581888513
710	0.01579373538
711	0.01572587254
712	0.01568970942
713	0.01567150263
714	0.01565224889
715	0.01561867431
716	0.01558712341
717	0.01556483782
718	0.01553033158
719	0.01549462958
720	0.0154832316
721	0.01544722148
722	0.01541063288
723	0.01538146407
724	0.01534752898
725	0.01531856243
726	0.01526418623
727	0.01523885308
728	0.01520680019
729	0.01518170598
730	0.01514436177
731	0.01512150188
732	0.01508152616
733	0.01507053899
734	0.01505722842
735	0.01503759845
736	0.01500527728
737	0.0149770066
738	0.01494259572
739	0.01492507327
740	0.014876242
741	0.01487177545
742	0.01484549805
743	0.01480790233
744	0.01476964951
745	0.01473320447
746	0.0147170507
747	0.01469106569
748	0.01466194404
749	0.01462850466
750	0.01459802586
751	0.01456289711
752	0.01454409086
753	0.01451748544
754	0.01447969164
755	0.01446831253
756	0.01444473057
757	0.01442314923
758	0.01439167169
759	0.01436329622
760	0.01433737304
761	0.01431362131
762	0.014282651
763	0.01425290265
764	0.0142223201
765	0.01422011197
766	0.01419321521
767	0.0141569693
768	0.01412104932
769	0.0141072399
770	0.01407609353
771	0.01404376292
772	0.01401660311
773	0.01400848431
774	0.01396872133
775	0.0139461685
776	0.01392346267
777	0.01389328778
778	0.01387693803
779	0.0138348548
780	0.01382359096
781	0.01377899149
782	0.01374140205
783	0.01373718283
784	0.01371248371
785	0.01368063308
786	0.01366450236
787	0.01364492689
788	0.01361211944
789	0.01358145934
790	0.01355202748
791	0.01354798956
792	0.01353345598
793	0.01351352838
794	0.01348798354
795	0.0134564798
796	0.01343217892
797	0.01342732985
798	0.01342331499
799	0.01339764438
800	0.01338167819
801	0.0133544597
802	0.01333366331
803	0.01330081395
804	0.01328546713
805	0.01324630255
806	0.01321967408
807	0.0132106498
808	0.01318660988
809	0.01316618133
810	0.01314319149
811	0.01312396186
812	0.01309273793
813	0.01307164287
814	0.01304980477
815	0.01303024816
816	0.01300007956
817	0.01298341541
818	0.01295552306
819	0.01291649158
820	0.01289287609
821	0.01286196551
822	0.01283755879
823	0.01281189971
824	0.01279673838
825	0.01277235262
826	0.01273342803
827	0.01270892489
828	0.01268998031
829	0.01268596964
830	0.01265982429
831	0.01264722321
832	0.0126216857
833	0.01259618067
834	0.01256138204
835	0.01254073133
836	0.01251562035
837	0.01250377173
838	0.01248178272
839	0.01246071805
840	0.0124357255
841	0.01239829954
842	0.01237794855
843	0.01236148562
844	0.01235455209
845	0.01234973866
846	0.01232003537
847	0.01228728452
848	0.01225607002
849	0.01223722605
850	0.0122143714
851	0.01218782676
852	0.01216751769
853	0.01213769284
854	0.01211838251
855	0.0120925809
856	0.01207245942
857	0.01205637481
858	0.01203334829
859	0.01201249531
860	0.01199341764
861	0.01196814212
862	0.01194088171
863	0.01192974782
864	0.01190020383
865	0.01186960241
866	0.01183389517
867	0.0118299348
868	0.01181310402
869	0.01178437013
870	0.01175312734
871	0.01173827203
872	0.01173039111
873	0.01171256055
874	0.01169384024
875	0.01167009689
876	0.01164729569
877	0.01162173407
878	0.01160590413
879	0.01157963826
880	0.01155615272
881	0.01153151753
882	0.01152259072
883	0.01149661515
884	0.01146764022
885	0.01144652629
886	0.01143320838
887	0.01140555707
888	0.01136709989
889	0.0113460677
890	0.01134454077
891	0.01132057421
892	0.01129072734
893	0.01127443418
894	0.0112535309
895	0.01123184896
896	0.0112120817
897	0.01118725578
898	0.01117288359
899	0.01114275482
900	0.01111428502
901	0.01109554794
902	0.01109372338
903	0.01106425904
904	0.01105278979
905	0.01102979786
906	0.01100876253
907	0.01098288651
908	0.01096825128
909	0.01096497106
910	0.01094856891
911	0.01093413384
912	0.01091394424
913	0.0109026584
914	0.01088281778
915	0.0108644234
916	0.01082971279
917	0.0108285338
918	0.01080864917
919	0.01079059328
920	0.01078412821
921	0.01076878873
922	0.01076702495
923	0.01074789592
924	0.01072871554
925	0.01072443029
926	0.01071334671
927	0.01069413594
928	0.01069147089
929	0.01065737022
930	0.01063687042
931	0.01062267534
932	0.01060031639
933	0.01058678051
934	0.01057274787
935	0.01055276996
936	0.010537551
937	0.01051704176
938	0.01050619188
939	0.01048846088
940	0.01047623708
941	0.01045541868
942	0.01044115129
943	0.01041909312
944	0.01041809543
945	0.01039495049
946	0.01038335653
947	0.01038266171
948	0.01036779802
949	0.01034048835
950	0.01031422667
951	0.01029309388
952	0.0102810954
953	0.01026192759
954	0.0102528635
955	0.01023431715
956	0.0102307393
957	0.01021314558
958	0.01020205152
959	0.01020101191
960	0.01019039678
961	0.01016401773
962	0.01015005216
963	0.0101293197
964	0.01011371298
965	0.01008931673
966	0.01008710966
967	0.010078208
968	0.01007535012
969	0.01006275324
970	0.0100467357
971	0.01004568771
972	0.01003016692
973	0.01002839267
974	0.01002733629
975	0.01001263713
976	0.009988075298
977	0.009973315354
978	0.00995226116
979	0.009938946399
980	0.009928773524
981	0.009899339571
982	0.009884768266
983	0.009883566217
984	0.00986555854
985	0.009839297913
986	0.009829360836
987	0.00981167175
988	0.009801277748
989	0.009789185996
990	0.009779087528
991	0.009763243958
992	0.009761353377
993	0.009749474368
994	0.009739249093
995	0.009727916089
996	0.00972699071
997	0.009725181873
998	0.009723933712
999	0.009700362237
